psraid,cregion,q1,q2,q45,sex,recage,receduc,racethn2,party,partyln,weight,llweight,cellweight
104032,South,Disapprove,Very strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,Republican,NA,3.259259259,11.6,0
104038,West,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Republican,NA,1.259259259,2.5,0
104044,Midwest,Disapprove,Not so strongly,Don't know/Refused (VOL.),Male,65+,HS grad or less,White~Hisp,Republican,NA,3,11.5,0
104045,Northeast,Approve,Very strongly,Approve,Male,35-44,Coll+,Black~Hisp,Democrat,NA,5.259259259,19.9,0
104051,South,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,White~Hisp,Republican,NA,1.777777778,4.1,0
104055,Midwest,Approve,Not so strongly,Disapprove,Female,45-54,Coll+,White~Hisp,Independent,Democrat,1.592592593,2.5,0
104060,West,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,2.518518519,3.1,0
104088,West,Don't know/Refused (VOL.),NA,Approve,Female,65+,Some coll/Assoc degree,White~Hisp,Democrat,NA,1.111111111,2,0
104092,Northeast,Approve,Not so strongly,Approve,Male,35-44,Some coll/Assoc degree,Black~Hisp,Independent,Democrat,5.222222222,7.9,0
104106,South,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,Other,Republican,NA,2.148148148,3,0
104108,South,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,White~Hisp,Republican,NA,1.111111111,1.7,0
104112,Northeast,Don't know/Refused (VOL.),NA,Disapprove,Male,65+,HS grad or less,White~Hisp,Independent,Democrat,3.444444444,6.9,0
104117,Midwest,Approve,Very strongly,Approve,Female,45-54,Coll+,White~Hisp,Democrat,NA,1.481481481,1.8,0
104118,Northeast,Approve,Very strongly,Approve,Female,DK/Ref,Coll+,White~Hisp,Democrat,NA,1.740740741,3.8,0
104120,Midwest,Approve,Very strongly,Disapprove,Male,65+,HS grad or less,Black~Hisp,Democrat,NA,2.296296296,7.9,0
104124,Midwest,Disapprove,Very strongly,Disapprove,Female,35-44,Coll+,White~Hisp,Independent,Other/Don't know/Refused (VOL.),2.222222222,7.6,0
104131,Midwest,Approve,Very strongly,Approve,Female,65+,Coll+,White~Hisp,Democrat,NA,1.185185185,3.2,0
104135,West,Approve,Very strongly,Approve,Male,45-54,HS grad or less,"Hisp, born outside US",Independent,Democrat,4.888888889,27.3,0
104137,West,Approve,Very strongly,Approve,Female,55-64,Coll+,White~Hisp,Democrat,NA,1.481481481,2.7,0
104138,South,Approve,Very strongly,Disapprove,Female,45-54,Some coll/Assoc degree,White~Hisp,Democrat,NA,1.222222222,3.7,0
104149,West,Approve,Very strongly,Approve,Female,65+,HS grad or less,"Hisp, born outside US",Don't know/Refused (VOL.),Republican,2.888888889,9.5,0
104154,Midwest,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,White~Hisp,Republican,NA,1,1,0
104159,Midwest,Approve,Very strongly,Approve,Female,65+,Some coll/Assoc degree,White~Hisp,Democrat,NA,1.592592593,5.2,0
104166,South,Disapprove,Very strongly,Approve,Female,55-64,HS grad or less,White~Hisp,Independent,Republican,3.444444444,3.9,0
104171,South,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Republican,NA,1.444444444,2.4,0
104172,South,Approve,Very strongly,Don't know/Refused (VOL.),Female,65+,HS grad or less,White~Hisp,Independent,Democrat,6.296296296,9.5,0
104173,Northeast,Disapprove,Very strongly,Disapprove,Male,DK/Ref,DK/Ref,Ref,Republican,NA,1.074074074,2.4,0
104175,Northeast,Approve,Not so strongly,Disapprove,Female,65+,Coll+,White~Hisp,Independent,Democrat,1,1,0
104188,Northeast,Approve,Very strongly,Approve,Female,65+,Coll+,White~Hisp,Democrat,NA,1.037037037,1,0
104200,South,Disapprove,Very strongly,Disapprove,Male,65+,HS grad or less,White~Hisp,Independent,Republican,2.518518519,8.2,0
104201,Northeast,Disapprove,Very strongly,Disapprove,Female,35-44,Coll+,White~Hisp,Independent,Republican,4.185185185,9.4,0
104202,Northeast,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Republican,NA,1,1.3,0
104205,West,Disapprove,Very strongly,Disapprove,Male,45-54,HS grad or less,Other,Independent,Republican,3.962962963,7.9,0
104214,Northeast,Disapprove,Very strongly,Disapprove,Female,35-44,Some coll/Assoc degree,White~Hisp,Independent,Republican,3.222222222,3.7,0
104220,West,Disapprove,Not so strongly,Disapprove,Male,55-64,Some coll/Assoc degree,"Hisp, born outside US",Independent,Democrat,6.851851852,27.3,0
104221,Midwest,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1.481481481,3.3,0
104223,South,Disapprove,Very strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,No preference (VOL.),Other/Don't know/Refused (VOL.),6.962962963,13.5,0
104225,West,Don't know/Refused (VOL.),NA,Disapprove,Male,35-44,Coll+,White~Hisp,Republican,NA,2.740740741,9.4,0
104232,South,Disapprove,Very strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,1,1.4,0
104245,South,Approve,Not so strongly,Approve,Male,18-24,HS grad or less,White~Hisp,Republican,NA,3.333333333,27.3,0
104251,Midwest,Disapprove,Very strongly,Disapprove,Female,55-64,HS grad or less,White~Hisp,Independent,Democrat,4.777777778,7.5,0
104253,Northeast,Disapprove,Very strongly,Disapprove,Female,DK/Ref,HS grad or less,Ref,Republican,NA,2.296296296,2.4,0
104258,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1,2.4,0
104259,West,Approve,Very strongly,Approve,Female,65+,Coll+,White~Hisp,Democrat,NA,1.259259259,3.8,0
104285,Midwest,Disapprove,Very strongly,Disapprove,Female,35-44,Some coll/Assoc degree,White~Hisp,Republican,NA,8.111111111,27.3,0
104292,South,Disapprove,Very strongly,Disapprove,Male,35-44,Some coll/Assoc degree,White~Hisp,Republican,NA,2.592592593,19.5,0
104293,Northeast,Approve,Not so strongly,Disapprove,Male,45-54,HS grad or less,Other,Republican,NA,2.62962963,6.2,0
104295,South,Disapprove,Very strongly,Disapprove,Male,65+,HS grad or less,White~Hisp,Republican,NA,1.888888889,3,0
104299,Northeast,Disapprove,Very strongly,Disapprove,Male,35-44,HS grad or less,White~Hisp,Independent,Republican,2.777777778,7.9,0
104302,Midwest,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1.259259259,1.3,0
104303,Northeast,Disapprove,Very strongly,Disapprove,Male,35-44,Some coll/Assoc degree,White~Hisp,Republican,NA,4.333333333,17.8,0
104323,South,Approve,Not so strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Democrat,NA,1.62962963,4.3,0
104335,South,Disapprove,Very strongly,Disapprove,Female,DK/Ref,Coll+,Other,Republican,NA,2.962962963,5.3,0
104359,South,Approve,Very strongly,Approve,Female,45-54,Coll+,Black~Hisp,Democrat,NA,1.962962963,7.4,0
104361,Northeast,Approve,Not so strongly,Approve,Female,65+,Coll+,White~Hisp,Democrat,NA,1.148148148,1,0
104363,Northeast,Disapprove,Very strongly,Disapprove,Male,55-64,HS grad or less,White~Hisp,Republican,NA,4.592592593,18.9,0
104369,Northeast,Approve,Very strongly,Approve,Female,35-44,Coll+,White~Hisp,Independent,Democrat,2.703703704,4.7,0
104376,South,Approve,Very strongly,Don't know/Refused (VOL.),Female,55-64,Coll+,Black~Hisp,Democrat,NA,3.259259259,6.1,0
104377,South,Disapprove,Not so strongly,Disapprove,Female,25-34,Some coll/Assoc degree,White~Hisp,Republican,NA,7.185185185,27.3,0
104385,South,Approve,Very strongly,Approve,Male,55-64,HS grad or less,Black~Hisp,Democrat,NA,3.555555556,12.5,0
104392,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1,1,0
104395,Midwest,Disapprove,Very strongly,Disapprove,Female,45-54,Coll+,White~Hisp,Independent,Republican,1.925925926,7.7,0
104399,South,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1.592592593,4.7,0
104425,Midwest,Disapprove,Very strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,2.407407407,3.8,0
104430,Northeast,Disapprove,Very strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Don't know/Refused (VOL.),Republican,1.777777778,1.4,0
104431,South,Approve,Very strongly,Approve,Female,55-64,Some coll/Assoc degree,White~Hisp,Democrat,NA,2.259259259,5.3,0
104437,West,Disapprove,Very strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Independent,Other/Don't know/Refused (VOL.),2.074074074,4.9,0
104439,South,Disapprove,Very strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,2.296296296,5.5,0
104441,West,Disapprove,Very strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Independent,Republican,1.037037037,2.7,0
104454,South,Disapprove,Very strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,Democrat,NA,3.296296296,23.1,0
104458,Midwest,Approve,Very strongly,Approve,Female,65+,HS grad or less,White~Hisp,Independent,Republican,2.037037037,2.8,0
104460,West,Disapprove,Don't know/Refused (VOL.),Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Don't know/Refused (VOL.),Other/Don't know/Refused (VOL.),2.148148148,5.4,0
104466,South,Disapprove,Very strongly,Disapprove,Male,35-44,Some coll/Assoc degree,White~Hisp,Republican,NA,2.444444444,7.9,0
104467,Midwest,Disapprove,Very strongly,Disapprove,Female,45-54,Some coll/Assoc degree,White~Hisp,Republican,NA,6.444444444,24.2,0
104474,South,Don't know/Refused (VOL.),NA,Approve,Female,DK/Ref,HS grad or less,White~Hisp,Democrat,NA,3.111111111,4.8,0
104481,Midwest,Approve,Very strongly,Approve,Male,55-64,Coll+,White~Hisp,Democrat,NA,1.666666667,5.5,0
104487,Midwest,Disapprove,Very strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Republican,NA,1.185185185,3.4,0
104511,Midwest,Don't know/Refused (VOL.),NA,Don't know/Refused (VOL.),Male,45-54,HS grad or less,White~Hisp,Independent,Democrat,1.444444444,4.5,0
104523,South,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1.925925926,7.7,0
104544,West,Disapprove,Not so strongly,Approve,Female,45-54,Coll+,White~Hisp,Independent,Republican,1.888888889,4.6,0
104547,South,Approve,Very strongly,Approve,Female,45-54,Coll+,White~Hisp,Democrat,NA,1.185185185,1.6,0
104555,Midwest,Disapprove,Very strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Don't know/Refused (VOL.),Republican,1,2.3,0
104557,Northeast,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Independent,Republican,2.111111111,2.4,0
104563,West,Approve,Very strongly,Approve,Female,65+,Coll+,White~Hisp,Democrat,NA,1,1.3,0
104567,West,Approve,Very strongly,Approve,Male,45-54,Some coll/Assoc degree,White~Hisp,Democrat,NA,1.814814815,3.1,0
104572,West,Don't know/Refused (VOL.),NA,Disapprove,Male,45-54,Coll+,White~Hisp,Independent,Republican,1.518518519,4.4,0
104573,West,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1.222222222,2.1,0
104581,South,Disapprove,Very strongly,Disapprove,Male,65+,HS grad or less,Other,Independent,Republican,3.333333333,12.3,0
104582,West,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1,2.4,0
104585,Midwest,Disapprove,Not so strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Democrat,NA,1.407407407,4.5,0
104616,South,Disapprove,Not so strongly,Disapprove,Female,55-64,Coll+,White~Hisp,Republican,NA,1.481481481,2.6,0
104619,Northeast,Approve,Very strongly,Approve,Female,65+,Coll+,White~Hisp,Democrat,NA,1.259259259,2.4,0
104633,Midwest,Disapprove,Very strongly,Disapprove,Female,45-54,Some coll/Assoc degree,White~Hisp,Independent,Republican,3.222222222,10.9,0
104641,South,Approve,Not so strongly,Don't know/Refused (VOL.),Male,45-54,Coll+,White~Hisp,Independent,Democrat,2.296296296,6.2,0
104649,South,Approve,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Female,35-44,Coll+,Black~Hisp,Democrat,NA,2.740740741,7.9,0
104652,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1.444444444,2.4,0
104658,Midwest,Approve,Not so strongly,Disapprove,Female,35-44,HS grad or less,White~Hisp,Democrat,NA,5.851851852,27.3,0
104659,West,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Republican,NA,1.703703704,4.6,0
104668,West,Approve,Don't know/Refused (VOL.),Approve,Female,55-64,Coll+,White~Hisp,Independent,Democrat,1.592592593,2.4,0
104671,Midwest,Disapprove,Very strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Independent,Democrat,1.259259259,3.2,0
104673,West,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Republican,NA,1.407407407,3,0
104675,South,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,2.185185185,4.8,0
104678,South,Disapprove,Very strongly,Disapprove,Female,35-44,Coll+,White~Hisp,Republican,NA,1.481481481,1.5,0
104679,Midwest,Disapprove,Not so strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Democrat,NA,1.074074074,1.3,0
104681,South,Disapprove,Very strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,Independent,Republican,1.777777778,7.8,0
104691,Midwest,Disapprove,Very strongly,Don't know/Refused (VOL.),Female,65+,HS grad or less,White~Hisp,Independent,Republican,2.222222222,3.1,0
104694,Midwest,Approve,Very strongly,Approve,Female,55-64,Coll+,White~Hisp,Democrat,NA,1.851851852,3.3,0
104705,Midwest,Don't know/Refused (VOL.),NA,Don't know/Refused (VOL.),Male,65+,HS grad or less,Other,Democrat,NA,3.037037037,4.4,0
104709,South,Approve,Very strongly,Approve,Female,45-54,Some coll/Assoc degree,Black~Hisp,Democrat,NA,3.37037037,18.4,0
104710,South,Approve,Very strongly,Approve,Female,55-64,Coll+,Other,Democrat,NA,2.37037037,2.4,0
104718,South,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1,1.1,0
104724,Midwest,Disapprove,Very strongly,Disapprove,Male,55-64,HS grad or less,White~Hisp,Independent,Republican,1.851851852,5.1,0
104726,South,Approve,Very strongly,Don't know/Refused (VOL.),Female,35-44,Coll+,Other,Democrat,NA,3.666666667,22.8,0
104736,Midwest,Disapprove,Not so strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Democrat,NA,1.62962963,2.7,0
104752,South,Approve,Very strongly,Approve,Male,25-34,HS grad or less,"Hisp, born outside US",Republican,NA,8.296296296,27.3,0
104754,Midwest,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,2.444444444,5.8,0
104755,Midwest,Disapprove,Very strongly,Disapprove,Male,25-34,Coll+,White~Hisp,Republican,NA,1.666666667,22.3,0
104756,Midwest,Approve,Not so strongly,Approve,Female,65+,Coll+,White~Hisp,Independent,Democrat,1.296296296,2.9,0
104768,Midwest,Disapprove,Very strongly,Disapprove,Female,35-44,Some coll/Assoc degree,White~Hisp,Republican,NA,4.518518519,9.4,0
104769,Midwest,Approve,Very strongly,Approve,Female,65+,Coll+,Black~Hisp,Democrat,NA,1.222222222,3.9,0
104776,South,Disapprove,Very strongly,Disapprove,Male,35-44,HS grad or less,White~Hisp,Republican,NA,1.814814815,7.9,0
104781,Midwest,Approve,Very strongly,Approve,Male,45-54,Coll+,"Hisp, born in US",Independent,Democrat,2.37037037,8.5,0
104782,South,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,2.703703704,6.4,0
104798,Midwest,Approve,Very strongly,Don't know/Refused (VOL.),Female,65+,HS grad or less,White~Hisp,Democrat,NA,4.148148148,7.9,0
104803,West,Approve,Not so strongly,Approve,Male,55-64,HS grad or less,White~Hisp,Democrat,NA,8.296296296,20.6,0
104806,West,Approve,Not so strongly,Approve,Male,18-24,HS grad or less,"Hisp, born in US",Republican,NA,5.296296296,27.3,0
104815,West,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1,1,0
104828,West,Approve,Not so strongly,Approve,Female,45-54,Some coll/Assoc degree,White~Hisp,Democrat,NA,5,10.1,0
104857,West,Approve,Very strongly,Approve,Female,65+,Some coll/Assoc degree,White~Hisp,Democrat,NA,1.111111111,2.4,0
104864,West,Don't know/Refused (VOL.),NA,Approve,Female,55-64,Coll+,White~Hisp,Independent,Democrat,1.037037037,1.1,0
104867,West,Disapprove,Very strongly,Disapprove,Female,35-44,HS grad or less,White~Hisp,Republican,NA,3.592592593,17.9,0
104869,West,Disapprove,Very strongly,Disapprove,Male,45-54,Coll+,White~Hisp,Independent,Republican,2.074074074,4.1,0
104873,Midwest,Disapprove,Very strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,1.62962963,2.5,0
104874,West,Disapprove,Very strongly,Disapprove,Male,55-64,Coll+,Ref,Independent,Other/Don't know/Refused (VOL.),2.851851852,3.5,0
104878,West,Approve,Very strongly,Approve,Male,65+,Coll+,Other,Democrat,NA,1.777777778,6.8,0
104882,West,Approve,Don't know/Refused (VOL.),Approve,Female,65+,Coll+,White~Hisp,Independent,Democrat,1.407407407,3,0
104885,West,Approve,Very strongly,Approve,Male,45-54,Coll+,White~Hisp,Democrat,NA,1.481481481,4.4,0
104897,West,Disapprove,Very strongly,Approve,Female,65+,HS grad or less,Black~Hisp,Democrat,NA,3.37037037,4,0
104899,West,Disapprove,Very strongly,Disapprove,Female,35-44,Some coll/Assoc degree,White~Hisp,Republican,NA,5.074074074,27.3,0
104905,West,Disapprove,Very strongly,Disapprove,Male,45-54,Coll+,White~Hisp,Republican,NA,2.555555556,6.6,0
104911,West,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1,1.2,0
104920,West,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Independent,Republican,1.222222222,2.1,0
104940,Northeast,Disapprove,Very strongly,Disapprove,Male,18-24,Coll+,Ref,Independent,Other/Don't know/Refused (VOL.),3.259259259,7.9,0
104945,Midwest,Approve,Very strongly,Approve,Female,55-64,Some coll/Assoc degree,White~Hisp,Independent,Democrat,3.037037037,8,0
104946,South,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1,1.4,0
104976,Northeast,Approve,Very strongly,Approve,Female,45-54,HS grad or less,Black~Hisp,Independent,Democrat,8.296296296,23.3,0
104982,South,Disapprove,Don't know/Refused (VOL.),Disapprove,Female,DK/Ref,Some coll/Assoc degree,White~Hisp,Republican,NA,1.111111111,2,0
104983,Midwest,Disapprove,Very strongly,Disapprove,Male,45-54,HS grad or less,White~Hisp,Independent,Democrat,4.185185185,17.8,0
104987,Midwest,Approve,Not so strongly,Approve,Male,65+,Coll+,White~Hisp,Independent,Democrat,1.444444444,2.4,0
104989,South,Approve,Very strongly,Approve,Female,45-54,Coll+,Other,Independent,Democrat,6.259259259,17.5,0
104993,South,Approve,Not so strongly,Approve,Female,35-44,Coll+,White~Hisp,Democrat,NA,2.074074074,2.9,0
104998,South,Disapprove,Very strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Republican,NA,1.740740741,6,0
105002,South,Disapprove,Very strongly,Disapprove,Female,55-64,HS grad or less,White~Hisp,Republican,NA,5.074074074,9.2,0
105006,South,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,White~Hisp,Republican,NA,1.222222222,3.1,0
105010,Midwest,Approve,Very strongly,Approve,Female,45-54,Coll+,White~Hisp,No preference (VOL.),Democrat,2.814814815,7.1,0
105012,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Independent,Republican,1.518518519,2.9,0
105013,Midwest,Disapprove,Very strongly,Disapprove,Male,35-44,Some coll/Assoc degree,White~Hisp,Republican,NA,2.481481481,12.2,0
105014,South,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,White~Hisp,Republican,NA,2.074074074,4.2,0
105050,Northeast,Disapprove,Don't know/Refused (VOL.),Disapprove,Male,45-54,Some coll/Assoc degree,White~Hisp,Republican,NA,7.777777778,17.3,0
105051,South,Disapprove,Very strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Republican,NA,1.740740741,6,0
105063,Northeast,Approve,Not so strongly,Don't know/Refused (VOL.),Female,65+,Coll+,White~Hisp,Republican,NA,1.555555556,2.5,0
